Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:30:00+00:00,316.8800048828125,317.6449890136719,316.8800048828125,316.9303894042969,269352,625.72998046875,629.010009765625,625.72998046875,628.094970703125,262559,102.80000305175781,103.06999969482422,102.80000305175781,103.03500366210938,536063,237.86000061035156,239.32000732421875,237.82000732421875,238.58999633789062,1634113,257.7300109863281,257.760009765625,257.0299987792969,257.114990234375,825614
2026-04-13 15:45:00+00:00,316.92999267578125,317.1700134277344,316.67999267578125,316.7998962402344,155148,628.010009765625,628.1799926757812,626.989990234375,627.3599853515625,169627,103.03150177001953,103.08999633789062,102.97000122070312,103.02999877929688,386680,238.5800018310547,238.77000427246094,238.0399932861328,238.2100067138672,974683,257.114990234375,257.2300109863281,256.8599853515625,257.0,807086
2026-04-13 16:00:00+00:00,316.79998779296875,317.0,316.07000732421875,316.07000732421875,251513,627.4199829101562,628.2999877929688,626.094970703125,627.1199951171875,180978,103.0250015258789,103.20999908447266,102.94999694824219,103.19499969482422,553682,238.19000244140625,238.3699951171875,237.3800048828125,237.60000610351562,993626,257.0199890136719,257.2900085449219,256.7900085449219,256.989990234375,671644
2026-04-13 16:15:00+00:00,316.1499938964844,317.32000732421875,316.05999755859375,317.2200012207031,200665,627.219970703125,629.4600219726562,626.72998046875,629.2650146484375,159251,103.19100189208984,103.55000305175781,103.17500305175781,103.50499725341797,589054,237.61000061035156,238.91990661621094,237.41000366210938,238.88499450683594,1460525,256.989990234375,257.875,256.80999755859375,257.7799987792969,832054
2026-04-13 16:30:00+00:00,317.2149963378906,317.75,316.90008544921875,317.4700012207031,241741,629.3179931640625,630.9600219726562,628.2901000976562,629.47998046875,224677,103.5,103.55000305175781,103.38999938964844,103.46499633789062,484689,238.88499450683594,238.9199981689453,237.86000061035156,238.27499389648438,946330,257.79010009765625,258.3399963378906,257.5151062011719,257.989990234375,833040
2026-04-13 16:45:00+00:00,317.45001220703125,318.1099853515625,317.3200988769531,317.7601013183594,260057,629.4000244140625,630.8499755859375,628.8499755859375,629.9149780273438,145002,103.45999908447266,103.5999984741211,103.36499786376953,103.44000244140625,405256,238.25999450683594,239.08999633789062,238.11000061035156,238.5800018310547,908211,257.9800109863281,258.2499084472656,257.7267150878906,257.8450012207031,705568
2026-04-13 17:00:00+00:00,317.8299865722656,317.94500732421875,317.1499938964844,317.3951110839844,151575,629.8599853515625,630.5,629.3900146484375,629.9149780273438,169652,103.43000030517578,103.51000213623047,103.37999725341797,103.49500274658203,407813,238.5749969482422,238.63999938964844,238.1699981689453,238.29710388183594,530986,257.8500061035156,257.9898986816406,257.66009521484375,257.8900146484375,403681
2026-04-13 17:15:00+00:00,317.45001220703125,317.7200012207031,317.3550109863281,317.7200012207031,161038,629.8701171875,630.2000122070312,629.1699829101562,629.97998046875,150932,103.49500274658203,103.61509704589844,103.47010040283203,103.6050033569336,494695,238.2899932861328,238.80499267578125,238.27020263671875,238.75,533996,257.8949890136719,258.20001220703125,257.82000732421875,257.864990234375,418054
2026-04-13 17:30:00+00:00,317.69000244140625,317.8900146484375,317.44000244140625,317.4649963378906,144247,630.0,630.2899780273438,629.2000732421875,630.1199951171875,165932,103.61000061035156,103.66500091552734,103.44999694824219,103.49500274658203,475521,238.7449951171875,238.8800048828125,238.52000427246094,238.5800018310547,509675,257.8599853515625,257.92999267578125,257.6099853515625,257.67999267578125,540164
2026-04-13 17:45:00+00:00,317.4700927734375,317.6199951171875,317.2850036621094,317.2850036621094,119777,629.9500122070312,630.510009765625,629.4199829101562,630.2949829101562,164908,103.48999786376953,103.55000305175781,103.37999725341797,103.43499755859375,421535,238.5800018310547,238.75999450683594,238.4001007080078,238.6699981689453,543324,257.6698913574219,257.8500061035156,257.5199890136719,257.5849914550781,503204
2026-04-13 18:00:00+00:00,317.29998779296875,317.6400146484375,317.25,317.25,157078,630.3400268554688,631.719970703125,630.3099975585938,631.0999755859375,304640,103.43000030517578,103.48999786376953,103.27999877929688,103.31500244140625,399243,238.69000244140625,239.22999572753906,238.69000244140625,238.9199981689453,724303,257.5899963378906,257.9100036621094,257.580810546875,257.8901062011719,463587
2026-04-13 18:15:00+00:00,317.260009765625,317.4200134277344,317.1499938964844,317.385009765625,173293,631.0900268554688,631.5700073242188,630.4099731445312,631.2650146484375,201251,103.31500244140625,103.33999633789062,103.2300033569336,103.30999755859375,304463,238.9199981689453,238.9499969482422,238.67999267578125,238.72500610351562,602676,257.9049987792969,258.20001220703125,257.8550109863281,257.8800048828125,606498
2026-04-13 18:30:00+00:00,317.3349914550781,317.7300109863281,317.3349914550781,317.69000244140625,176366,631.2650146484375,632.0999755859375,631.2650146484375,632.0250244140625,201193,103.30500030517578,103.45500183105469,103.29000091552734,103.41510009765625,333347,238.72000122070312,239.0850067138672,238.6300048828125,238.69000244140625,912318,257.864990234375,258.385009765625,257.8599853515625,258.364990234375,694926
2026-04-13 18:45:00+00:00,317.70001220703125,318.3299865722656,317.70001220703125,318.1499938964844,219044,632.0250244140625,633.0800170898438,631.969970703125,632.6400146484375,255896,103.41500091552734,103.46990203857422,103.38999938964844,103.43000030517578,343246,238.67999267578125,238.8699951171875,238.27000427246094,238.4149932861328,1060861,258.364990234375,258.4800109863281,258.2300109863281,258.3699951171875,543867
2026-04-13 19:00:00+00:00,318.1600036621094,318.30999755859375,318.0232849121094,318.1700134277344,160997,632.64501953125,633.1259765625,632.0800170898438,632.260009765625,226596,103.43000030517578,103.45999908447266,103.3499984741211,103.375,436843,238.4149932861328,238.57000732421875,238.24000549316406,238.25,955580,258.3699951171875,258.3999938964844,257.79998779296875,258.0141906738281,598090
2026-04-13 19:15:00+00:00,318.18499755859375,319.1099853515625,317.989990234375,318.3529968261719,428959,632.2750244140625,632.6300048828125,631.9000244140625,632.25,230778,103.37999725341797,103.41000366210938,103.2699966430664,103.37000274658203,518199,238.25,238.66000366210938,238.2100067138672,238.56500244140625,941365,258.010009765625,258.10101318359375,257.8399963378906,257.8500061035156,676148
