Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-06 15:30:00+00:00,212.3699951171875,212.42999267578125,212.02000427246094,212.4001007080078,448296,295.6199951171875,295.8399963378906,295.1499938964844,295.80999755859375,239128,576.8499755859375,578.010009765625,576.02001953125,577.8900146484375,198158,98.55500030517578,98.57990264892578,98.3499984741211,98.38999938964844,1021958,259.2301025390625,259.6199951171875,259.010009765625,259.1300048828125,686808
2026-04-06 15:45:00+00:00,212.40499877929688,212.7899932861328,212.3101043701172,212.57879638671875,547096,295.80999755859375,296.0050048828125,295.6099853515625,295.885009765625,190107,577.8200073242188,578.6599731445312,577.7999877929688,578.2899780273438,139397,98.38999938964844,98.44999694824219,98.08499908447266,98.1052017211914,927183,259.1300048828125,259.54998779296875,259.04998779296875,259.5101013183594,467070
2026-04-06 16:00:00+00:00,212.57000732421875,212.63499450683594,212.1999969482422,212.53500366210938,472091,295.8500061035156,296.2900085449219,295.739990234375,296.2349853515625,143436,578.364990234375,578.760009765625,577.9099731445312,578.6699829101562,179805,98.0999984741211,98.25,97.97000122070312,98.24500274658203,802343,259.5198974609375,259.6300048828125,258.9056091308594,258.9501037597656,425511
2026-04-06 16:15:00+00:00,212.5500030517578,212.8795928955078,212.47000122070312,212.77000427246094,495210,296.2749938964844,296.8500061035156,296.2001037597656,296.7550048828125,176080,578.6400146484375,579.3098754882812,578.1900024414062,579.1199951171875,158522,98.24669647216797,98.34500122070312,98.08999633789062,98.31500244140625,618345,258.9700012207031,259.0899963378906,258.7099914550781,259.0400085449219,443298
2026-04-06 16:30:00+00:00,212.77999877929688,212.8249969482422,212.41000366210938,212.55999755859375,654126,296.7799987792969,297.1499938964844,296.614990234375,297.1000061035156,188051,579.125,580.2399291992188,578.6599731445312,580.030029296875,226352,98.31500244140625,98.75,98.2699966430664,98.73999786376953,1257064,259.0299987792969,259.45001220703125,258.8399963378906,259.4150085449219,559422
2026-04-06 16:45:00+00:00,212.55999755859375,212.7899932861328,212.14999389648438,212.1999969482422,579379,297.1000061035156,297.55499267578125,296.9700012207031,297.1400146484375,289738,580.030029296875,580.1500244140625,577.52001953125,577.6099853515625,235061,98.73500061035156,98.7572021484375,98.54000091552734,98.69999694824219,697110,259.4200134277344,259.55999755859375,258.8999938964844,259.010009765625,431190
2026-04-06 17:00:00+00:00,212.2093963623047,212.24000549316406,211.4300994873047,211.5,724546,297.1000061035156,297.1050109863281,295.94500732421875,296.18499755859375,239984,577.6599731445312,577.8300170898438,575.2100219726562,575.9600219726562,239703,98.70500183105469,99.16000366210938,98.65499877929688,98.75509643554688,1069169,258.9949951171875,259.07000732421875,257.9100036621094,258.2200012207031,578645
2026-04-06 17:15:00+00:00,211.50999450683594,211.96009826660156,211.23049926757812,211.89999389648438,975536,296.19000244140625,297.2699890136719,296.1000061035156,297.2250061035156,193873,575.9199829101562,577.1699829101562,575.5,577.0,134508,98.75499725341797,99.02999877929688,98.6500015258789,98.96499633789062,546279,258.239990234375,258.8598937988281,258.2200012207031,258.7799987792969,436904
2026-04-06 17:30:00+00:00,211.89999389648438,212.1699981689453,211.69009399414062,211.91000366210938,571547,297.2099914550781,297.57000732421875,296.94000244140625,297.1700134277344,180899,577.0399780273438,577.8800048828125,576.4400024414062,576.8699951171875,161419,98.95999908447266,99.08999633789062,98.875,98.93499755859375,563533,258.7900085449219,259.010009765625,258.510009765625,258.6449890136719,471550
2026-04-06 17:45:00+00:00,211.84500122070312,211.8800048828125,211.41000366210938,211.47500610351562,437402,297.0799865722656,297.1000061035156,296.760009765625,296.8399963378906,100240,576.8699951171875,576.8699951171875,575.5233154296875,575.760009765625,118508,98.93499755859375,99.0999984741211,98.90149688720703,98.94499969482422,593515,258.6449890136719,258.6449890136719,258.1200866699219,258.17999267578125,547232
2026-04-06 18:00:00+00:00,211.45010375976562,211.89999389648438,211.17999267578125,211.6199951171875,636780,296.8450012207031,297.5899963378906,296.4700012207031,297.37908935546875,216182,575.663818359375,577.7100219726562,575.0701293945312,577.176025390625,175901,98.94499969482422,99.0,98.70999908447266,98.80500030517578,724609,258.19000244140625,258.510009765625,257.8500061035156,258.385009765625,564411
2026-04-06 18:15:00+00:00,211.6199951171875,212.2700958251953,211.61990356445312,212.02499389648438,638418,297.3349914550781,298.42498779296875,297.3349914550781,298.17999267578125,304965,577.3250122070312,578.760009765625,577.155029296875,578.0700073242188,183188,98.80500030517578,99.06500244140625,98.80500030517578,99.00499725341797,497124,258.3900146484375,259.3900146484375,258.3900146484375,259.2799987792969,487980
2026-04-06 18:30:00+00:00,212.02999877929688,212.53680419921875,212.02999877929688,212.24000549316406,497424,298.18499755859375,298.29559326171875,297.8699951171875,298.0849914550781,166554,578.1400146484375,578.6099853515625,577.4000244140625,577.4849853515625,145701,99.00499725341797,99.08999633789062,98.76499938964844,98.76499938964844,523417,259.28009033203125,259.3699035644531,258.840087890625,259.0150146484375,401145
2026-04-06 18:45:00+00:00,212.27000427246094,212.4600067138672,212.22000122070312,212.44000244140625,382289,298.0799865722656,298.25,298.0299987792969,298.1099853515625,142704,577.4849853515625,577.889892578125,577.22998046875,577.489990234375,103916,98.77999877929688,98.83000183105469,98.72000122070312,98.79000091552734,561285,259.0150146484375,259.25970458984375,258.9700012207031,259.1700134277344,353693
2026-04-06 19:00:00+00:00,212.4499969482422,212.47000122070312,212.10000610351562,212.32000732421875,546616,298.1300048828125,298.4110107421875,297.8800048828125,298.1449890136719,248547,577.52001953125,577.9400024414062,576.9000244140625,577.6300048828125,127313,98.79000091552734,98.81500244140625,98.63999938964844,98.7249984741211,550722,259.19000244140625,259.260009765625,258.54998779296875,258.635009765625,721502
2026-04-06 19:15:00+00:00,212.32000732421875,212.35000610351562,212.0,212.22000122070312,540461,298.1199951171875,298.17999267578125,297.7799987792969,297.8699951171875,213246,577.5800170898438,577.7799072265625,576.6300048828125,576.8300170898438,160409,98.7249984741211,98.73500061035156,98.5999984741211,98.67500305175781,529121,258.635009765625,258.7300109863281,258.0199890136719,258.2499084472656,744901
2026-04-06 19:30:00+00:00,212.1999969482422,212.40499877929688,212.1649932861328,212.3350067138672,643874,297.8699951171875,297.9750061035156,297.3800048828125,297.42999267578125,260257,576.844970703125,577.0800170898438,573.9000244140625,574.0449829101562,441413,98.67500305175781,98.83000183105469,98.61000061035156,98.75499725341797,858485,258.2300109863281,258.8550109863281,258.1300048828125,258.7799987792969,762375
2026-04-06 19:45:00+00:00,212.33999633789062,212.86000061035156,212.30999755859375,212.7899932861328,2303317,297.42999267578125,298.04998779296875,297.2699890136719,297.7200012207031,704230,573.97998046875,575.22998046875,572.4450073242188,573.02001953125,1235870,98.75499725341797,98.98999786376953,98.69999694824219,98.97000122070312,2409738,258.7799987792969,259.07501220703125,258.5,258.8869934082031,1995217
2026-04-07 13:30:00+00:00,211.21499633789062,212.5,210.57000732421875,212.03500366210938,2890815,300.1499938964844,301.0799865722656,297.8599853515625,299.5400085449219,1673558,570.3800048828125,572.2999267578125,568.4099731445312,570.9310302734375,837700,99.25,99.47000122070312,98.7699966430664,99.31500244140625,2257027,254.72000122070312,254.79989624023438,250.1699981689453,250.25999450683594,4549161
2026-04-07 13:45:00+00:00,212.03500366210938,212.27000427246094,211.0500030517578,211.0800018310547,1074210,299.510009765625,299.510009765625,296.6300048828125,296.67999267578125,609447,571.010009765625,571.0399780273438,568.9600219726562,569.2050170898438,441907,99.31739807128906,99.87000274658203,99.06770324707031,99.4000015258789,1653234,250.3000030517578,250.32000732421875,249.0,249.32000732421875,4021230
2026-04-07 14:00:00+00:00,211.08999633789062,211.1999969482422,209.6403045654297,210.22999572753906,1261025,296.6600036621094,296.75,295.42999267578125,296.1400146484375,1390458,569.2050170898438,569.3599853515625,565.6099853515625,567.9650268554688,600370,99.4000015258789,99.43000030517578,98.44000244140625,98.70999908447266,1307476,249.31500244140625,249.6999969482422,248.47000122070312,248.53500366210938,2635136
2026-04-07 14:15:00+00:00,210.25999450683594,210.83999633789062,210.0,210.59010314941406,1051071,296.1549987792969,298.4599914550781,296.1532897949219,298.4200134277344,804028,567.9000244140625,570.219970703125,567.5850219726562,569.9349975585938,256421,98.70069885253906,99.16999816894531,98.6449966430664,99.04000091552734,909430,248.5399932861328,248.66990661621094,247.57000732421875,247.6699981689453,2654436
2026-04-07 14:30:00+00:00,210.56500244140625,210.77999877929688,210.0,210.21499633789062,748885,298.29998779296875,299.239990234375,298.0101013183594,298.2850036621094,499042,570.0349731445312,570.4400024414062,567.2401123046875,567.344970703125,192734,99.03500366210938,99.12000274658203,98.79499816894531,98.84010314941406,669236,247.6649932861328,248.19000244140625,247.22000122070312,247.3300018310547,2266613
2026-04-07 14:45:00+00:00,210.22999572753906,210.68699645996094,209.69000244140625,209.69000244140625,652746,298.2799987792969,299.0,297.9700012207031,298.0050048828125,381648,567.35498046875,568.9199829101562,566.3900146484375,566.47998046875,253136,98.83999633789062,98.99500274658203,98.66000366210938,98.66999816894531,659061,247.31500244140625,247.7100067138672,245.99000549316406,246.1898956298828,2268322
2026-04-07 15:00:00+00:00,209.69000244140625,209.89999389648438,209.0800018310547,209.60000610351562,748231,297.989990234375,298.260009765625,297.0899963378906,298.260009765625,615889,566.4299926757812,566.530029296875,564.760009765625,566.22998046875,370524,98.66999816894531,98.90499877929688,98.4800033569336,98.81999969482422,666274,246.17999267578125,246.89999389648438,245.6999969482422,246.8300018310547,2113901
2026-04-07 15:15:00+00:00,209.61000061035156,210.33999633789062,209.52999877929688,210.16000366210938,700510,298.2699890136719,299.17999267578125,298.0899963378906,298.8900146484375,484264,566.260009765625,568.280029296875,566.090087890625,566.6799926757812,211319,98.83000183105469,99.0999984741211,98.81999969482422,98.88999938964844,635927,246.8300018310547,247.85000610351562,246.8300018310547,247.82000732421875,1877398
2026-04-07 15:30:00+00:00,210.17999267578125,210.6699981689453,210.08999633789062,210.33999633789062,631732,298.8800964355469,299.42999267578125,298.3500061035156,298.4750061035156,334314,566.9099731445312,567.598388671875,566.1300048828125,566.2650146484375,191217,98.88999938964844,98.93000030517578,98.72000122070312,98.73999786376953,416729,247.82000732421875,247.88999938964844,247.39999389648438,247.78500366210938,1322949
2026-04-07 15:45:00+00:00,210.3874969482422,211.11000061035156,210.32000732421875,210.97000122070312,484799,298.5899963378906,299.92999267578125,298.489990234375,299.8900146484375,266335,566.2301025390625,567.5399780273438,565.760009765625,567.25,204425,98.73500061035156,99.13500213623047,98.7300033569336,99.04499816894531,438086,247.7993927001953,248.50999450683594,247.77000427246094,248.4600067138672,1448356
2026-04-07 16:00:00+00:00,210.99000549316406,212.25,210.86000061035156,211.63999938964844,676063,299.94000244140625,301.1300048828125,299.79998779296875,300.57000732421875,448774,567.25,570.1799926757812,566.97998046875,567.9299926757812,205861,99.05000305175781,99.41999816894531,98.98500061035156,99.05999755859375,586199,248.47000122070312,249.4199981689453,248.47000122070312,249.16000366210938,1821396
2026-04-07 16:15:00+00:00,211.6490020751953,212.05999755859375,211.4550018310547,211.69000244140625,579343,300.489990234375,301.3500061035156,300.3900146484375,301.04998779296875,500759,568.0700073242188,569.219970703125,567.5700073242188,569.0050048828125,206661,99.05500030517578,99.12999725341797,98.86499786376953,98.93499755859375,540384,249.16600036621094,250.28990173339844,248.8000030517578,250.1699981689453,2270301
2026-04-07 16:30:00+00:00,211.63999938964844,211.85000610351562,211.41000366210938,211.82000732421875,443126,301.0199890136719,301.4100036621094,300.5150146484375,300.8399963378906,462137,569.0050048828125,570.14990234375,568.7000732421875,569.3900146484375,206022,98.93000030517578,98.99500274658203,98.82499694824219,98.875,400295,250.1699981689453,250.33999633789062,249.66009521484375,249.9499969482422,1086229
2026-04-07 16:45:00+00:00,211.8249969482422,212.2100067138672,211.6199951171875,211.69500732421875,535719,300.8399963378906,301.2300109863281,300.6099853515625,300.67999267578125,220503,569.3400268554688,570.5,568.5501098632812,568.969970703125,164590,98.875,99.04000091552734,98.77999877929688,98.9749984741211,496899,249.96499633789062,250.38999938964844,249.77000427246094,250.02999877929688,990813
2026-04-07 17:00:00+00:00,211.67999267578125,212.08999633789062,211.60000610351562,211.97999572753906,471990,300.6600036621094,300.95001220703125,300.57000732421875,300.75,201024,568.969970703125,569.8200073242188,568.5599975585938,568.6799926757812,136904,98.9749984741211,99.01000213623047,98.80999755859375,98.91999816894531,539352,250.02000427246094,253.38999938964844,249.72000122070312,251.47000122070312,4704619
2026-04-07 17:15:00+00:00,211.98500061035156,212.23989868164062,211.88999938964844,212.02000427246094,481823,300.7900085449219,301.0398864746094,300.70001220703125,300.8299865722656,185639,568.6699829101562,568.97998046875,567.5501098632812,568.2999877929688,224365,98.92500305175781,98.92500305175781,98.54000091552734,98.72029876708984,638787,251.4550018310547,252.0800018310547,251.28289794921875,251.5850067138672,1457689
2026-04-07 17:30:00+00:00,212.02999877929688,213.14999389648438,211.9949951171875,212.65499877929688,705977,300.80999755859375,302.2900085449219,300.6099853515625,301.4049987792969,383107,568.4000244140625,571.6900024414062,568.219970703125,569.8350219726562,294693,98.7249984741211,99.06999969482422,98.72000122070312,98.89009857177734,539097,251.61500549316406,252.7899932861328,251.57000732421875,251.63999938964844,1314545
2026-04-07 17:45:00+00:00,212.64999389648438,213.13999938964844,212.52999877929688,212.88499450683594,464282,301.4100036621094,302.05999755859375,301.3500061035156,301.625,194222,569.8300170898438,570.4400024414062,569.3300170898438,569.6400146484375,128579,98.8949966430664,98.94000244140625,98.78500366210938,98.80999755859375,248009,251.62010192871094,251.94000244140625,251.32000732421875,251.69000244140625,685571
2026-04-07 18:00:00+00:00,212.9199981689453,213.14999389648438,212.69000244140625,212.8350067138672,502970,301.6199951171875,301.760009765625,301.2699890136719,301.6700134277344,231592,569.5599975585938,569.9099731445312,569.0999755859375,569.39501953125,94632,98.80999755859375,98.94999694824219,98.7300033569336,98.75,452928,251.6999969482422,251.97999572753906,251.5500030517578,251.6699981689453,668578
2026-04-07 18:15:00+00:00,212.8350067138672,212.89999389648438,212.3300018310547,212.41000366210938,496997,301.69500732421875,301.8500061035156,301.0799865722656,301.1300048828125,199618,569.3101196289062,569.6950073242188,568.22998046875,568.7899780273438,205094,98.75499725341797,98.84500122070312,98.57499694824219,98.58999633789062,310343,251.69000244140625,251.889892578125,251.2899932861328,251.32000732421875,757230
2026-04-07 18:30:00+00:00,212.44500732421875,212.6199951171875,212.1300048828125,212.2218017578125,576943,301.1300048828125,301.17498779296875,300.45001220703125,300.5199890136719,223767,568.8350219726562,568.8499755859375,567.4000244140625,567.8099975585938,123199,98.58999633789062,98.73999786376953,98.51499938964844,98.6500015258789,459092,251.3300018310547,251.58999633789062,250.97999572753906,251.13499450683594,886638
2026-04-07 18:45:00+00:00,212.24000549316406,212.26780700683594,211.27000427246094,211.65499877929688,741410,300.5,300.7300109863281,299.54998779296875,299.8031921386719,329171,567.8099975585938,567.8900146484375,565.8400268554688,566.0999755859375,138232,98.66000366210938,98.66999816894531,98.25,98.30500030517578,598198,251.125,251.1300048828125,250.1199951171875,250.39990234375,965207
2026-04-07 19:00:00+00:00,211.63499450683594,212.1999969482422,211.52000427246094,211.97999572753906,740664,299.806884765625,300.2300109863281,299.5376892089844,299.8800048828125,388925,566.1599731445312,567.1099853515625,565.5,566.9201049804688,305039,98.30560302734375,98.5,98.2699966430664,98.45999908447266,480202,250.3800048828125,251.25999450683594,250.2050018310547,251.13499450683594,972120
2026-04-07 19:15:00+00:00,211.9949951171875,213.39999389648438,211.88999938964844,212.5800018310547,1160574,300.0199890136719,301.54998779296875,299.8299865722656,300.8299865722656,649811,567.0900268554688,571.2449951171875,566.9199829101562,569.27001953125,351208,98.45999908447266,98.91999816894531,98.43000030517578,98.48999786376953,800651,251.12100219726562,252.5,251.11500549316406,251.9550018310547,1433332
2026-04-07 19:30:00+00:00,212.5050048828125,213.32000732421875,212.33999633789062,213.14999389648438,956937,300.760009765625,301.7099914550781,300.55999755859375,301.5400085449219,506613,569.1500244140625,570.0700073242188,568.2200927734375,569.719970703125,257948,98.4800033569336,98.63999938964844,98.33999633789062,98.62999725341797,896645,251.92100524902344,252.4199981689453,251.44000244140625,252.1300048828125,1194752
2026-04-07 19:45:00+00:00,213.11000061035156,213.97000122070312,212.8300018310547,213.77999877929688,2646652,301.5,304.1000061035156,301.29998779296875,303.8900146484375,2014586,569.5499877929688,575.2249755859375,568.9500732421875,574.9099731445312,1004038,98.62000274658203,98.91999816894531,98.52999877929688,98.8499984741211,1912896,252.12899780273438,253.60989379882812,251.97000122070312,253.49000549316406,4703993
2026-04-08 13:30:00+00:00,223.94000244140625,226.0,220.5800018310547,220.72999572753906,8382164,317.80999755859375,319.3299865722656,314.1499938964844,315.5350036621094,3880447,605.7000122070312,608.9600219726562,599.0999755859375,600.5,3051854,100.13999938964844,100.37999725341797,97.44000244140625,98.51000213623047,6156306,258.510009765625,258.55999755859375,256.5299987792969,257.17498779296875,4888634
2026-04-08 13:45:00+00:00,220.73500061035156,221.49000549316406,219.6199951171875,219.8699951171875,2588907,315.5299987792969,316.82000732421875,312.7049865722656,313.0799865722656,1666318,600.4099731445312,603.1799926757812,599.260009765625,600.2899780273438,1113785,98.51499938964844,98.93000030517578,98.30999755859375,98.75,1622484,257.239990234375,258.760009765625,257.1199951171875,258.5199890136719,2106866
2026-04-08 14:00:00+00:00,219.88999938964844,221.0800018310547,219.82000732421875,220.8800048828125,1760901,313.07000732421875,314.2699890136719,312.739990234375,313.5299987792969,810393,600.1599731445312,600.47998046875,596.1099853515625,597.4349975585938,698958,98.76000213623047,99.36990356445312,98.66500091552734,98.98999786376953,1285351,258.5050048828125,259.7499084472656,258.2699890136719,258.8500061035156,1954463
2026-04-08 14:15:00+00:00,220.8863983154297,221.58900451660156,220.8863983154297,221.2899932861328,1463145,313.5299987792969,314.510009765625,313.44000244140625,314.3299865722656,547040,597.510009765625,598.1500244140625,596.1599731445312,596.47998046875,540154,98.9801025390625,99.17829895019531,98.83000183105469,99.0999984741211,905016,258.84600830078125,259.11749267578125,258.0346984863281,258.1300048828125,1272603
2026-04-08 14:30:00+00:00,221.29100036621094,221.39999389648438,220.77000427246094,220.91000366210938,1530018,314.3299865722656,314.6549987792969,313.82000732421875,314.29998779296875,607556,596.47998046875,598.5999755859375,595.4400024414062,595.5800170898438,666835,99.0999984741211,99.41000366210938,99.04000091552734,99.30829620361328,971692,258.1400146484375,258.5799865722656,257.6400146484375,258.2950134277344,1302842
2026-04-08 14:45:00+00:00,220.91000366210938,221.1999969482422,220.0800018310547,220.73500061035156,1277660,314.31109619140625,314.4599914550781,312.79998779296875,313.44000244140625,698047,595.5,596.6599731445312,592.7000732421875,593.9298706054688,534776,99.30500030517578,99.55999755859375,99.21499633789062,99.42500305175781,781424,258.2950134277344,258.8999938964844,258.090087890625,258.8999938964844,962470
2026-04-08 15:00:00+00:00,220.6999969482422,221.10000610351562,220.3699951171875,220.57000732421875,964725,313.42999267578125,314.3699951171875,313.42999267578125,314.04998779296875,534435,593.8350219726562,594.39501953125,592.760009765625,593.8300170898438,408770,99.42500305175781,99.8301010131836,99.42500305175781,99.52999877929688,768099,258.9200134277344,259.510009765625,258.2699890136719,258.3550109863281,1240583
2026-04-08 15:15:00+00:00,220.55999755859375,221.1699981689453,220.4499969482422,220.88999938964844,975561,314.05999755859375,314.19000244140625,313.5899963378906,313.9800109863281,366892,593.5399780273438,594.489990234375,592.4500122070312,593.1799926757812,307126,99.53500366210938,99.63500213623047,99.19999694824219,99.29499816894531,797662,258.3699951171875,258.4700012207031,257.510009765625,257.510009765625,954198
2026-04-08 15:30:00+00:00,220.89500427246094,221.3000030517578,220.75,221.19000244140625,862264,314.0,315.1000061035156,313.7799987792969,314.80999755859375,575122,593.0900268554688,594.47998046875,591.8300170898438,594.47998046875,399902,99.30000305175781,99.55500030517578,99.09500122070312,99.13999938964844,608136,257.5199890136719,258.2099914550781,257.3599853515625,258.08331298828125,953864
2026-04-08 15:45:00+00:00,221.24000549316406,221.67999267578125,221.19039916992188,221.4499969482422,919907,314.8500061035156,315.7099914550781,314.8399963378906,315.6499938964844,345250,594.47998046875,597.4500122070312,594.4349975585938,596.7550048828125,562518,99.1449966430664,99.2699966430664,98.98999786376953,99.00090026855469,501770,258.1000061035156,258.3999938964844,257.4100036621094,257.63360595703125,717404
2026-04-08 16:00:00+00:00,221.4499969482422,221.83999633789062,221.30999755859375,221.72500610351562,959400,315.65948486328125,316.0350036621094,315.25,315.3699951171875,390369,596.7550048828125,610.0,596.7550048828125,609.0900268554688,2352444,99.00499725341797,99.31990051269531,99.00499725341797,99.22000122070312,538512,257.6199951171875,258.2099914550781,257.510009765625,257.5199890136719,605346
2026-04-08 16:15:00+00:00,221.75,222.1699981689453,221.53500366210938,221.9250030517578,1415730,315.3800048828125,316.05999755859375,314.92999267578125,315.9599914550781,360753,609.0900268554688,622.8699951171875,608.9949951171875,621.3400268554688,3823219,99.22000122070312,99.44000244140625,99.19499969482422,99.44000244140625,375379,257.55999755859375,257.55999755859375,257.1099853515625,257.4280090332031,1175772
2026-04-08 16:30:00+00:00,221.92999267578125,222.58999633789062,221.9199981689453,222.48989868164062,1021386,316.0,316.75,315.7449951171875,316.57501220703125,373196,621.1900024414062,626.0,618.8800048828125,623.7849731445312,2178544,99.43499755859375,99.4749984741211,99.2699966430664,99.36499786376953,460279,257.42498779296875,258.3399963378906,257.42498779296875,258.32000732421875,803529
2026-04-08 16:45:00+00:00,222.47999572753906,222.7198944091797,222.24000549316406,222.27499389648438,1342611,316.534912109375,317.32000732421875,316.534912109375,316.6300048828125,405384,623.6500244140625,629.9099731445312,623.2000122070312,627.5250244140625,2010125,99.36499786376953,99.55999755859375,99.3499984741211,99.4749984741211,493159,258.29998779296875,258.69000244140625,258.2099914550781,258.42401123046875,572635
2026-04-08 17:00:00+00:00,222.27000427246094,222.33999633789062,221.88499450683594,222.0467071533203,767238,316.69000244140625,316.8500061035156,316.1199951171875,316.1499938964844,252898,627.6799926757812,629.47998046875,622.7999877929688,622.7999877929688,1606741,99.4749984741211,99.55999755859375,99.31999969482422,99.39019775390625,392910,258.4125061035156,258.6300048828125,258.1300048828125,258.42669677734375,638639
2026-04-08 17:15:00+00:00,222.0500030517578,222.13999938964844,221.4499969482422,221.8000030517578,1016042,316.17999267578125,316.364990234375,315.510009765625,315.6199951171875,328194,622.8126831054688,624.5999145507812,621.2999877929688,622.4099731445312,1074031,99.3949966430664,99.44999694824219,99.0250015258789,99.03140258789062,578159,258.43499755859375,258.6300048828125,257.5,257.510009765625,649560
2026-04-08 17:30:00+00:00,221.7899932861328,222.07000732421875,221.57000732421875,222.02000427246094,988556,315.5899963378906,315.9599914550781,315.2701110839844,315.8800048828125,378590,622.4849853515625,625.25,620.2501220703125,620.5999755859375,964344,99.03500366210938,99.23500061035156,99.0,99.20999908447266,562394,257.5,258.1099853515625,257.4100036621094,258.07000732421875,809590
2026-04-08 17:45:00+00:00,222.02000427246094,222.36000061035156,221.8000030517578,222.32000732421875,829772,315.80999755859375,315.9599914550781,315.45001220703125,315.8800048828125,261982,620.6199951171875,620.9099731445312,617.760009765625,618.5234985351562,801765,99.21499633789062,99.23829650878906,98.91999816894531,99.07499694824219,426064,257.989990234375,258.1499938964844,257.67999267578125,257.70001220703125,514689
2026-04-08 18:00:00+00:00,222.32000732421875,222.7996063232422,222.16000366210938,222.5449981689453,843150,315.8500061035156,316.57000732421875,315.6700134277344,316.4800109863281,305235,618.5115966796875,619.75,617.7999877929688,618.4099731445312,528669,99.07499694824219,99.30000305175781,99.01000213623047,99.28500366210938,447929,257.70001220703125,257.94500732421875,257.4200134277344,257.6097106933594,817208
