Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12 17:00:00+00:00,600.0,600.2999877929688,597.1099853515625,597.2000122070312,341250,380.5400085449219,380.80999755859375,379.7200012207031,380.1300048828125,695117,88.80000305175781,88.80000305175781,88.125,88.16500091552734,1117172,293.8999938964844,294.55999755859375,293.69000244140625,294.1499938964844,731651,263.0199890136719,263.5899963378906,262.95001220703125,263.29998779296875,719930
2026-05-12 17:15:00+00:00,597.2650146484375,599.4517822265625,596.527099609375,598.7899780273438,340383,380.1400146484375,381.9800109863281,379.8999938964844,381.1700134277344,498245,88.1449966430664,88.30999755859375,88.0,88.22000122070312,942859,294.1400146484375,294.1650085449219,293.3800048828125,293.8999938964844,928441,263.2900085449219,264.5199890136719,263.2200012207031,264.17999267578125,821722
2026-05-12 17:30:00+00:00,598.7000122070312,600.138671875,598.4000244140625,599.8599853515625,241752,381.17999267578125,381.87890625,380.864990234375,381.614990234375,242850,88.20999908447266,88.20999908447266,88.09500122070312,88.16500091552734,647344,293.8999938964844,294.3500061035156,293.69000244140625,294.3299865722656,1549945,264.17498779296875,264.2699890136719,263.6099853515625,264.17999267578125,645935
2026-05-12 17:45:00+00:00,599.8599853515625,600.5289916992188,599.3699951171875,600.4500122070312,162116,381.55499267578125,381.67999267578125,381.17010498046875,381.5400085449219,254421,88.16000366210938,88.17500305175781,87.77999877929688,87.81999969482422,1033841,294.30999755859375,294.43499755859375,293.95001220703125,294.29998779296875,428232,264.18499755859375,264.3999938964844,264.0199890136719,264.1499938964844,504426
2026-05-12 18:00:00+00:00,600.3599853515625,600.5,599.0900268554688,600.030029296875,173168,381.45001220703125,382.1899108886719,381.2499084472656,381.8599853515625,249828,87.80500030517578,87.86000061035156,87.3280029296875,87.38890075683594,926110,294.29998779296875,294.3699951171875,293.989990234375,294.07000732421875,662561,264.1300048828125,264.32000732421875,263.760009765625,264.0950012207031,533863
2026-05-12 18:15:00+00:00,599.9600219726562,600.8499755859375,599.3900146484375,600.4249877929688,181745,381.85400390625,382.989990234375,381.42999267578125,382.67498779296875,241221,87.38999938964844,87.62999725341797,87.33999633789062,87.36000061035156,952640,294.07000732421875,294.6600036621094,293.8599853515625,294.6499938964844,723199,264.114990234375,264.75,263.8900146484375,264.42999267578125,563468
2026-05-12 18:30:00+00:00,600.3699951171875,600.5,599.0,599.3150024414062,200699,382.6600036621094,382.739990234375,381.7373962402344,381.8599853515625,298137,87.36499786376953,87.55500030517578,87.29000091552734,87.45500183105469,854775,294.6199951171875,294.6199951171875,294.0799865722656,294.375,631525,264.4100036621094,264.510009765625,263.9849853515625,264.239990234375,495119
2026-05-12 18:45:00+00:00,599.3681030273438,600.1898193359375,599.0599975585938,599.75,201265,381.80999755859375,381.8800048828125,381.1400146484375,381.7799987792969,330616,87.45500183105469,87.7699966430664,87.45500183105469,87.69999694824219,698866,294.3900146484375,294.5400085449219,294.0,294.43499755859375,714520,264.239990234375,264.5,264.1199951171875,264.30999755859375,805225
2026-05-12 19:00:00+00:00,599.8250122070312,600.5,598.969970703125,600.3900146484375,254227,381.7799072265625,382.2441101074219,381.2301025390625,382.0400085449219,302647,87.69499969482422,87.7300033569336,87.48999786376953,87.62000274658203,805567,294.4200134277344,294.6400146484375,294.19000244140625,294.5899963378906,750697,264.30999755859375,264.6000061035156,264.0299987792969,264.5199890136719,772784
2026-05-12 19:15:00+00:00,600.360107421875,602.4400024414062,600.1500244140625,602.4393920898438,322315,382.05999755859375,383.1000061035156,381.95001220703125,383.0,344618,87.62010192871094,87.69000244140625,87.5199966430664,87.63500213623047,696493,294.6050109863281,294.9200134277344,294.32000732421875,294.8006896972656,1354705,264.535888671875,265.2699890136719,264.535888671875,265.19000244140625,860316
2026-05-12 19:30:00+00:00,602.4400024414062,602.7899780273438,601.1400756835938,602.7672119140625,279417,383.0,384.05999755859375,382.65008544921875,383.9800109863281,400589,87.63990020751953,87.69999694824219,87.50499725341797,87.6050033569336,1018884,294.79998779296875,294.8900146484375,294.3599853515625,294.6700134277344,804529,265.18499755859375,265.5,265.1400146484375,265.4700012207031,1024237
2026-05-12 19:45:00+00:00,602.77001953125,603.4000244140625,601.760009765625,603.1300048828125,831708,383.9549865722656,384.3500061035156,383.239990234375,383.9700012207031,1437138,87.5999984741211,87.79000091552734,87.56999969482422,87.68000030517578,2901956,294.6499938964844,295.2699890136719,294.45001220703125,294.8699951171875,3244573,265.4849853515625,266.5,265.1600036621094,265.8900146484375,3767620
2026-05-13 13:30:00+00:00,598.8099975585938,601.8599853515625,597.0900268554688,601.4050903320312,1073365,381.9049987792969,385.5,381.5799865722656,385.0799865722656,1394119,86.4800033569336,87.03500366210938,86.27999877929688,86.95999908447266,2852406,293.6300048828125,297.5097961425781,293.55999755859375,296.9700012207031,6144320,264.45001220703125,265.44000244140625,263.20001220703125,265.31988525390625,3414691
2026-05-13 13:45:00+00:00,601.2999877929688,606.14990234375,596.6600952148438,605.7100219726562,889242,385.0899963378906,387.7699890136719,383.7799987792969,387.5799865722656,679822,86.9800033569336,87.26499938964844,86.77999877929688,86.83499908447266,1873383,296.9700012207031,297.07000732421875,295.3699951171875,295.3999938964844,1757513,265.29998779296875,266.0,264.3800048828125,265.0775146484375,1634449
2026-05-13 14:00:00+00:00,605.8298950195312,609.375,604.5900268554688,606.0499877929688,941786,387.6400146484375,389.1499938964844,387.5111999511719,389.010009765625,903062,86.84500122070312,87.20999908447266,86.66500091552734,87.12999725341797,827312,295.4150085449219,296.0799865722656,295.125,295.57501220703125,1600385,265.05999755859375,266.24560546875,264.82000732421875,265.82501220703125,1389035
2026-05-13 14:15:00+00:00,606.0499877929688,607.2498779296875,605.4301147460938,606.3499755859375,367656,389.0299987792969,391.6199951171875,388.5799865722656,391.05999755859375,748025,87.12000274658203,87.3550033569336,87.04000091552734,87.2699966430664,1085271,295.55999755859375,296.07000732421875,295.1199951171875,295.1499938964844,1257410,265.8800048828125,266.1549987792969,265.1199951171875,265.4849853515625,1207733
2026-05-13 14:30:00+00:00,606.2849731445312,606.385009765625,602.9299926757812,604.8300170898438,419933,391.03851318359375,391.29998779296875,389.7015075683594,390.75,553537,87.2699966430664,87.29499816894531,87.125,87.23500061035156,691959,295.1700134277344,296.3699951171875,295.1600036621094,296.3594970703125,1237580,265.4700012207031,265.7699890136719,264.7799987792969,265.0950012207031,875356
2026-05-13 14:45:00+00:00,604.8800048828125,605.9500122070312,604.3900146484375,604.5750122070312,298508,390.8299865722656,393.1000061035156,390.2550048828125,392.8500061035156,693726,87.23999786376953,87.23999786376953,87.0199966430664,87.08499908447266,747428,296.3550109863281,296.70001220703125,296.1600036621094,296.4750061035156,760045,265.1099853515625,265.8380126953125,264.9200134277344,265.19500732421875,771119
2026-05-13 15:00:00+00:00,604.4500122070312,605.6400146484375,603.77001953125,604.2050170898438,245709,392.82501220703125,393.94989013671875,392.6499938964844,393.2550048828125,472450,87.08499908447266,87.16010284423828,86.87000274658203,86.92459869384766,776677,296.510009765625,296.8299865722656,296.260009765625,296.7850036621094,1084638,265.19000244140625,265.6600036621094,265.1000061035156,265.6299133300781,682627
2026-05-13 15:15:00+00:00,604.1199951171875,606.9600219726562,603.6900024414062,606.4896240234375,373323,393.2799987792969,394.1000061035156,392.79119873046875,393.9700012207031,375753,86.92500305175781,87.05989837646484,86.80000305175781,87.0199966430664,636935,296.79400634765625,297.25,296.5202941894531,296.94000244140625,1267479,265.6300048828125,267.239990234375,265.5299987792969,267.1000061035156,1431574
2026-05-13 15:30:00+00:00,606.4400024414062,609.0999755859375,605.5100708007812,609.0499877929688,428110,393.9100036621094,394.57000732421875,393.3399963378906,394.05999755859375,433364,87.0199966430664,87.08999633789062,86.84500122070312,87.02010345458984,786671,296.93499755859375,298.010009765625,296.8190002441406,297.4800109863281,1412701,267.0199890136719,268.55999755859375,266.7950134277344,268.55999755859375,1072875
2026-05-13 15:45:00+00:00,609.0999755859375,609.27001953125,606.8800048828125,608.510009765625,366005,394.06878662109375,394.5899963378906,393.4200134277344,393.87200927734375,392550,87.02989959716797,87.25499725341797,86.95500183105469,87.03500366210938,720553,297.4800109863281,297.4800109863281,296.7207946777344,296.9200134277344,1012363,268.5400085449219,269.3699951171875,268.2799987792969,268.3800048828125,1505670
2026-05-13 16:00:00+00:00,608.4849853515625,610.2369995117188,608.0612182617188,609.9749755859375,429387,393.8550109863281,395.19000244140625,393.80010986328125,395.1499938964844,382477,87.04000091552734,87.25,87.0250015258789,87.19000244140625,557529,296.93499755859375,297.07000732421875,296.7799987792969,296.935791015625,504708,268.3599853515625,268.9700012207031,268.3299865722656,268.75,700473
2026-05-13 16:15:00+00:00,609.9749755859375,612.6199951171875,609.4500122070312,612.5499877929688,487309,395.1449890136719,396.489990234375,394.7799987792969,396.1300048828125,428401,87.19499969482422,87.55000305175781,87.15499877929688,87.55000305175781,688420,296.92999267578125,298.54998779296875,296.8500061035156,298.40008544921875,1209335,268.739990234375,269.65948486328125,268.6000061035156,269.5,1243311
2026-05-13 16:30:00+00:00,612.5,613.4000244140625,611.47998046875,611.6699829101562,526336,396.0899963378906,396.5400085449219,395.5799865722656,396.20001220703125,451274,87.55000305175781,87.79989624023438,87.55000305175781,87.65499877929688,673950,298.3900146484375,299.4200134277344,298.33099365234375,299.2900085449219,2027712,269.489990234375,269.5299987792969,268.80999755859375,269.090087890625,939588
2026-05-13 16:45:00+00:00,611.6099853515625,615.5999755859375,611.4600219726562,615.5549926757812,489851,396.20001220703125,397.0050048828125,396.0,396.95001220703125,370172,87.65010070800781,87.91999816894531,87.59500122070312,87.8949966430664,615394,299.29010009765625,299.4100036621094,298.7900085449219,299.1499938964844,1177429,269.0799865722656,270.39959716796875,269.0199890136719,270.07000732421875,986335
2026-05-13 17:00:00+00:00,615.5999755859375,616.6599731445312,614.9400024414062,615.2999877929688,537736,397.0,398.1499938964844,396.989990234375,397.7699890136719,514082,87.8949966430664,87.94499969482422,87.72000122070312,87.7750015258789,614357,299.1600036621094,299.8699951171875,299.1199951171875,299.5215148925781,1234922,270.0799865722656,270.3599853515625,269.8800048828125,270.19000244140625,1692486
2026-05-13 17:15:00+00:00,615.239990234375,615.760009765625,614.4000244140625,615.510009765625,338118,397.7200012207031,398.25,396.9800109863281,397.55999755859375,348410,87.7699966430664,87.90499877929688,87.62000274658203,87.83979797363281,499463,299.5199890136719,300.3699951171875,299.20001220703125,300.125,2503732,270.16009521484375,270.260009765625,269.42498779296875,269.5249938964844,595022
